,cod_modelo_color,cod_color_code,des_agrup_color_eng,des_fabric,des_product_category,des_product_type,des_filename,des_product_family
8161,57000034-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57000034_99.jpg,Footwear
8162,57000002-87,87.0,PINK,P-PLANA,Tops,Shirt,2023_57000002_87.jpg,Shirt
8163,57040579-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57040579_32.jpg,Glasses
8164,47029604-06,6.0,WHITE,T-TRICOT,Tops,Top,2023_47029604_06.jpg,Tops
8165,57050076-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ring,2023_57050076_OR.jpg,Jewellery
8166,47075965-80,80.0,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_47075965_80.jpg,Footwear
8167,57050276-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57050276_52.jpg,Dresses
8168,57010770-15,15.0,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_57010770_15.jpg,Bags
8169,57040449-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_57040449_52.jpg,Bags
8170,57053799-46,46.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57053799_46.jpg,Dresses
8171,57092002-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57092002_52.jpg,Dresses
8172,57082895-02,2.0,WHITE,J-JEANS,Bottoms,Trousers,2023_57082895_02.jpg,Trousers
8173,57025978-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ankle Boots,2023_57025978_99.jpg,Footwear
8174,57066716-94,94.0,GREY,P-PLANA,Bottoms,Trousers,2023_57066716_94.jpg,Trousers
8175,57050028-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57050028_99.jpg,Belts and Ties
8176,57005805-99,99.0,GREY,T-TRICOT,Tops,Sweater,2023_57005805_99.jpg,Sweater
8177,57095796-99,99.0,GREY,K-CIRCULAR,Outerwear,Vest,2023_57095796_99.jpg,Vest
8178,57017719-05,5.0,WHITE,P-PLANA,Tops,Blouse,2023_57017719_05.jpg,Shirt
8179,57097718-05,5.0,WHITE,P-PLANA,Tops,Shirt,2023_57097718_05.jpg,Shirt
8181,57047725-06,6.0,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57047725_06.jpg,Dresses
8182,57046015-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57046015_99.jpg,Trousers
8183,57047737-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57047737_01.jpg,T-shirt
8184,57047737-30,30.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2023_57047737_30.jpg,T-shirt
8185,57086727-10,10.0,YELLOW,T-TRICOT,Tops,Sweater,2023_57086727_10.jpg,Sweater
8186,57057759-70,70.0,RED,P-PLANA,Outerwear,Coat,2023_57057759_70.jpg,Coats
8187,57077759-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57077759_99.jpg,Dresses
8188,43093712-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_43093712_OR.jpg,Glasses
8189,53083022-70,70.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53083022_70.jpg,Dresses
8190,53080604-70,70.0,RED,T-TRICOT,Tops,Cardigan,2019_53080604_70.jpg,Cardigans
8191,53060634-06,6.0,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_53060634_06.jpg,Dresses
8192,43057797-07,7.0,WHITE,T-TRICOT,Bottoms,Skirt,2019_43057797_07.jpg,Skirts
8193,53040623-99,99.0,GREY,K-CIRCULAR,Tops,Top,2019_53040623_99.jpg,Tops
8194,53030666-26,26.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_53030666_26.jpg,Glasses
8195,53060658-74,74.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53060658_74.jpg,Dresses
8196,53060609-02,2.0,WHITE,P-PLANA,Tops,Shirt,2019_53060609_02.jpg,Shirt
8197,53090673-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2019_53090673_99.jpg,Footwear
8198,51067657-99,99.0,GREY,P-PLANA,Outerwear,Coat,2019_51067657_99.jpg,Coats
8199,51040615-08,8.0,WHITE,P-PLANA,Bottoms,Shorts,2019_51040615_08.jpg,Shorts
8200,51025722-99,99.0,GREY,P-PLANA,Outerwear,Coat,2019_51025722_99.jpg,Coats
8201,53033039-20,20.0,ORANGE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53033039_20.jpg,Dresses
8203,53043712-91,91.0,GREY,T-TRICOT,Tops,Cardigan,2019_53043712_91.jpg,Cardigans
8204,53043732-43,43.0,GREEN,K-CIRCULAR,Tops,T-Shirt,2019_53043732_43.jpg,T-shirt
8205,53023757-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53023757_99.jpg,Dresses
8206,57007879-95,95.0,GREY,P-PLANA,Bottoms,Trousers,2019_57007879_95.jpg,Trousers
8207,57015550-50,50.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57015550_50.jpg,Dresses
8208,57007889-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_57007889_32.jpg,Jewellery
8209,57094382-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57094382_99.jpg,Dresses
8210,57087686-99,99.0,GREY,P-PLANA,Tops,Shirt,2019_57087686_99.jpg,Shirt
8211,57017895-06,6.0,WHITE,T-TRICOT,Tops,Sweater,2019_57017895_06.jpg,Sweater
8213,47035872-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_47035872_TM.jpg,Jeans
8214,47037119-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2023_47037119_05.jpg,Sweater
8215,47097122-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Bermudas,2023_47097122_TN.jpg,Shorts
8216,57040047-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57040047_OR.jpg,Jewellery
8217,57010613-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57010613_32.jpg,Glasses
8218,57010636-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57010636_99.jpg,Trousers
8219,57020193-43,43.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57020193_43.jpg,Jumpsuit
8220,57010274-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Bracelet,2023_57010274_OR.jpg,Jewellery
8221,57029404-02,2.0,WHITE,P-PLANA,Tops,Shirt,2023_57029404_02.jpg,Shirt
8222,57010277-35,35.0,BROWN,K-CIRCULAR,Outerwear,Vest,2023_57010277_35.jpg,Vest
8223,57040358-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57040358_01.jpg,Footwear
8224,57050284-43,43.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57050284_43.jpg,Dresses
8225,57010317-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57010317_01.jpg,T-shirt
8226,57029404-98,98.0,GREY,P-PLANA,Tops,Shirt,2023_57029404_98.jpg,Shirt
8227,47068650-99,99.0,GREY,K-CIRCULAR,"Accesories, Swim and Intimate",Bikini top,2023_47068650_99.jpg,Swimwear
8228,57029404-96,96.0,GREY,P-PLANA,Tops,Shirt,2023_57029404_96.jpg,Shirt
8229,57032003-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57032003_99.jpg,Footwear
8230,57020453-15,15.0,YELLOW,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57020453_15.jpg,Dresses
8231,57064028-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_57064028_09.jpg,Bags
8232,57033809-61,61.0,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57033809_61.jpg,Dresses
8233,57050184-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57050184_99.jpg,Bags
8234,57038267-99,99.0,GREY,P-PLANA,Outerwear,Puffer coat,2023_57038267_99.jpg,Puffer coats
8235,57005804-99,99.0,GREY,T-TRICOT,Tops,Sweater,2023_57005804_99.jpg,Sweater
8236,57044426-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57044426_TM.jpg,Jeans
8237,57055804-TA,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2023_57055804_TA.jpg,Wallets & cases
8238,57097721-CG,33.33863275039746,BROWN,J-JEANS,Bottoms,Jeans,2023_57097721_CG.jpg,Jeans
8240,57037751-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57037751_99.jpg,Bags
8241,43013764-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43013764_01.jpg,Bags
8242,53080681-20,20.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53080681_20.jpg,Bags
8243,53070710-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53070710_OR.jpg,Jewellery
8244,51080753-70,70.0,RED,P-PLANA,Bottoms,Shorts,2019_51080753_70.jpg,Shorts
8245,51023711-02,2.0,WHITE,P-PLANA,Tops,Shirt,2019_51023711_02.jpg,Shirt
8246,53090764-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_53090764_99.jpg,T-shirt
8247,53000876-70,70.0,RED,K-CIRCULAR,Tops,T-Shirt,2019_53000876_70.jpg,T-shirt
8248,53010921-01,1.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53010921_01.jpg,Dresses
8249,51053041-11,11.0,YELLOW,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51053041_11.jpg,Dresses
8250,53045016-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Gloves,2019_53045016_09.jpg,"Hats, scarves and gloves"
8251,53043763-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_53043763_OR.jpg,Jewellery
8252,53033772-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2019_53033772_08.jpg,Wallets & cases
8253,53045742-99,99.0,GREY,P-PLANA,Bottoms,Skirt,2019_53045742_99.jpg,Skirts
8254,51005757-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_51005757_99.jpg,Trousers
8255,53065769-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Trainers,2019_53065769_99.jpg,Footwear
8256,53065776-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2019_53065776_99.jpg,Footwear
8257,87062013-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2021_87062013_OR.jpg,Jewellery
8258,47048630-02,2.0,WHITE,P-PLANA,Tops,Shirt,2023_47048630_02.jpg,Shirt
8259,47064425-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_47064425_99.jpg,Footwear
8260,57010628-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57010628_43.jpg,Glasses
8261,57012001-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57012001_05.jpg,Jumpsuit
8262,47093774-99,99.0,GREY,K-CIRCULAR,Tops,Top,2023_47093774_99.jpg,Tops
8263,57040262-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57040262_01.jpg,Glasses
8265,57050307-45,45.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57050307_45.jpg,Dresses
8266,57010764-05,5.0,WHITE,K-CIRCULAR,Bottoms,Trousers,2023_57010764_05.jpg,Trousers
8267,57020352-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_57020352_52.jpg,Bags
8268,57040314-52,52.0,BLUE,P-PLANA,Tops,Blouse,2023_57040314_52.jpg,Shirt
8269,57082001-37,37.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2023_57082001_37.jpg,T-shirt
8270,57062894-TM,53.825949367088604,BLUE,J-JEANS,Tops,Top,2023_57062894_TM.jpg,Tops
8271,57081166-88,88.0,PINK,K-CIRCULAR,Tops,Top,2023_57081166_88.jpg,Tops
8272,57035802-95,95.0,GREY,T-TRICOT,Tops,Cardigan,2023_57035802_95.jpg,Cardigans
8273,57025992-TM,53.825949367088604,BLUE,J-JEANS,Tops,Shirt,2023_57025992_TM.jpg,Shirt
8275,57026727-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57026727_99.jpg,Trousers
8276,67040262-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2024_67040262_01.jpg,Footwear
8277,57057748-56,56.0,BLUE,T-TRICOT,Tops,Cardigan,2023_57057748_56.jpg,Cardigans
8278,57057754-03,3.0,WHITE,T-TRICOT,Tops,Top,2023_57057754_03.jpg,Tops
8279,43070853-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_43070853_OR.jpg,Jewellery
8280,43063737-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Bracelet,2019_43063737_OR.jpg,Jewellery
8281,43015794-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_43015794_OR.jpg,Jewellery
8282,41085034-28,28.0,ORANGE,P-PLANA,Bottoms,Trousers,2019_41085034_28.jpg,Trousers
8283,53010619-94,94.0,GREY,K-CIRCULAR,Tops,Top,2019_53010619_94.jpg,Tops
8284,51080620-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_51080620_99.jpg,Jumpsuit
8285,53020623-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53020623_01.jpg,T-shirt
8286,53015714-99,99.0,GREY,P-PLANA,Outerwear,Coat,2019_53015714_99.jpg,Coats
8287,53097657-99,99.0,GREY,P-PLANA,Outerwear,Puffer coat,2019_53097657_99.jpg,Puffer coats
8288,43047046-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_43047046_05.jpg,Sweater
8289,51093729-56,56.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51093729_56.jpg,Dresses
8290,51043730-77,77.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51043730_77.jpg,Dresses
8291,53020670-02,2.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53020670_02.jpg,T-shirt
8292,53043738-79,79.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Scarf,2019_53043738_79.jpg,"Hats, scarves and gloves"
8293,53020986-99,99.0,GREY,K-CIRCULAR,Tops,Top,2019_53020986_99.jpg,Tops
8294,53093765-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53093765_99.jpg,Bags
8295,53053779-43,43.0,GREEN,P-PLANA,Bottoms,Trousers,2019_53053779_43.jpg,Trousers
8296,53040524-95,95.0,GREY,P-PLANA,Bottoms,Trousers,2019_53040524_95.jpg,Trousers
8297,53025769-30,30.0,BROWN,P-PLANA,Bottoms,Trousers,2019_53025769_30.jpg,Trousers
8298,51095024-91,91.0,GREY,P-PLANA,Outerwear,Blazer,2019_51095024_91.jpg,Blazers
8299,57027689-76,76.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57027689_76.jpg,Dresses
8300,57075940-20,20.0,ORANGE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_57075940_20.jpg,Dresses
8301,57035943-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57035943_52.jpg,Dresses
8302,57089075-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_57089075_99.jpg,Shirt
8303,57025903-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Purse,2019_57025903_99.jpg,Wallets & cases
8304,47044016-99,99.0,GREY,K-CIRCULAR,Tops,Top,2023_47044016_99.jpg,Tops
8305,47007651-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_47007651_08.jpg,Bags
8306,57020012-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57020012_01.jpg,Footwear
8307,57030040-14,14.0,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_57030040_14.jpg,Bags
8308,57050033-52,52.0,BLUE,J-JEANS,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57050033_52.jpg,Jumpsuit
8309,47057878-75,75.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_47057878_75.jpg,Bags
8310,47045965-DO,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_47045965_DO.jpg,Jeans
8311,57072511-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Wallet,2023_57072511_02.jpg,Wallets & cases
8312,57040266-52,52.0,BLUE,P-PLANA,Bottoms,Skirt,2023_57040266_52.jpg,Skirts
8313,57010279-05,5.0,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57010279_05.jpg,Dresses
8314,57000340-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2023_57000340_TN.jpg,Jeans
8315,57040750-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57040750_52.jpg,Dresses
8317,57072881-46,46.0,BLUE,P-PLANA,Tops,Shirt,2023_57072881_46.jpg,Shirt
8318,57093800-95,95.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57093800_95.jpg,Jumpsuit
8319,57010494-80,80.0,PINK,K-CIRCULAR,Tops,Top,2023_57010494_80.jpg,Tops
8320,57050484-02,2.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57050484_02.jpg,Dresses
8321,57096712-43,43.0,GREEN,K-CIRCULAR,Tops,Sweatshirt,2023_57096712_43.jpg,Sweatshirts
8322,57065789-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57065789_99.jpg,Belts and Ties
8323,57083808-69,69.0,BLUE,K-CIRCULAR,Outerwear,Vest,2023_57083808_69.jpg,Vest
8324,57041173-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_57041173_PL.jpg,Bags
8325,57005982-81,81.0,PINK,P-PLANA,Bottoms,Trousers,2023_57005982_81.jpg,Trousers
8326,57005802-95,95.0,GREY,T-TRICOT,Tops,Sweater,2023_57005802_95.jpg,Sweater
8327,57035803-09,9.0,WHITE,T-TRICOT,Tops,Cardigan,2023_57035803_09.jpg,Cardigans
8329,57007744-99,99.0,GREY,T-TRICOT,Tops,Sweater,2023_57007744_99.jpg,Sweater
8330,57057739-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Beanie,2023_57057739_05.jpg,"Hats, scarves and gloves"
8331,57066021-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2023_57066021_99.jpg,Footwear
8332,57007912-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2023_57007912_99.jpg,T-shirt
8333,57076728-CU,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Purse,2023_57076728_CU.jpg,Wallets & cases
8335,43003754-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_43003754_OR.jpg,Jewellery
8336,43095781-07,7.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Hat,2019_43095781_07.jpg,"Hats, scarves and gloves"
8337,43047758-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Bracelet,2019_43047758_05.jpg,Jewellery
8338,53080504-06,6.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53080504_06.jpg,Dresses
8339,53000591-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2019_53000591_TN.jpg,Jeans
8340,53070688-02,2.0,WHITE,P-PLANA,Tops,Top,2019_53070688_02.jpg,Tops
8341,53050719-28,28.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2019_53050719_28.jpg,"Hats, scarves and gloves"
8342,53050734-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53050734_99.jpg,Bags
8343,51083712-52,52.0,BLUE,P-PLANA,Bottoms,Trousers,2019_51083712_52.jpg,Trousers
8344,53000926-41,41.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53000926_41.jpg,Dresses
8345,53020942-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53020942_99.jpg,Bags
8346,53070976-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53070976_OR.jpg,Jewellery
8347,51065727-01,1.0,WHITE,P-PLANA,Outerwear,Blazer,2019_51065727_01.jpg,Blazers
8348,53035016-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Beanie,2019_53035016_05.jpg,"Hats, scarves and gloves"
8349,51013750-37,37.0,BROWN,P-PLANA,Bottoms,Trousers,2019_51013750_37.jpg,Trousers
8350,53035755-05,5.0,WHITE,P-PLANA,Outerwear,Coat,2019_53035755_05.jpg,Coats
8351,57095902-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_57095902_99.jpg,Bags
8352,57036303-07,7.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57036303_07.jpg,T-shirt
8353,57025934-65,65.0,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57025934_65.jpg,Dresses
8354,57007595-94,94.0,GREY,T-TRICOT,Tops,Cardigan,2019_57007595_94.jpg,Cardigans
8355,57057692-70,70.0,RED,K-CIRCULAR,Tops,T-Shirt,2019_57057692_70.jpg,T-shirt
8356,57027700-08,8.0,WHITE,P-PLANA,Tops,Shirt,2019_57027700_08.jpg,Shirt
8357,57059210-OR,4.400709219858156,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57059210_OR.jpg,T-shirt
8358,57026712-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57026712_99.jpg,T-shirt
8359,47015919-92,92.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_47015919_92.jpg,Glasses
8360,47026305-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Clutch and Pochettes,2023_47026305_08.jpg,Bags
8361,47027877-01,1.0,WHITE,P-PLANA,Bottoms,Skirt,2023_47027877_01.jpg,Skirts
8362,57050086-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57050086_30.jpg,Belts and Ties
8363,57050110-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Card holder,2023_57050110_01.jpg,Wallets & cases
8364,57002512-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57002512_99.jpg,Footwear
8365,57040156-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_57040156_02.jpg,Bags
8366,57040689-30,30.0,BROWN,P-PLANA,Tops,Shirt,2023_57040689_30.jpg,Shirt
8367,57082001-68,68.0,PURPLE,K-CIRCULAR,Tops,T-Shirt,2023_57082001_68.jpg,T-shirt
8368,57050301-12,12.0,YELLOW,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57050301_12.jpg,Dresses
8370,57084008-43,43.0,GREEN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57084008_43.jpg,Dresses
8371,57000494-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57000494_99.jpg,Dresses
8372,57045965-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57045965_30.jpg,Belts and Ties
8373,57074417-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57074417_99.jpg,Footwear
8374,57014039-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57014039_OR.jpg,Jewellery
8375,57025984-43,43.0,GREEN,P-PLANA,Tops,Shirt,2023_57025984_43.jpg,Shirt
8377,57004438-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_57004438_05.jpg,Bags
8378,57045808-30,30.0,BROWN,T-TRICOT,Outerwear,Coat,2023_57045808_30.jpg,Coats
8379,57047729-76,76.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57047729_76.jpg,Dresses
8380,57037744-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Gloves,2023_57037744_99.jpg,"Hats, scarves and gloves"
8381,57026024-99,99.0,GREY,P-PLANA,Outerwear,Coat,2023_57026024_99.jpg,Coats
8382,57006024-05,5.0,WHITE,P-PLANA,Outerwear,Jacket,2023_57006024_05.jpg,Jackets
8383,57098273-05,5.0,WHITE,K-CIRCULAR,Tops,Sweatshirt,2023_57098273_05.jpg,Sweatshirts
8384,57087747-56,56.0,BLUE,T-TRICOT,Tops,Cardigan,2023_57087747_56.jpg,Cardigans
8385,57007766-70,70.0,RED,T-TRICOT,Tops,Sweater,2023_57007766_70.jpg,Sweater
8386,57007130-OR,4.400709219858156,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57007130_OR.jpg,T-shirt
8387,53060522-05,5.0,WHITE,T-TRICOT,Tops,Top,2019_53060522_05.jpg,Tops
8388,53060585-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53060585_99.jpg,Bags
8389,53093022-30,30.0,BROWN,P-PLANA,Tops,Blouse,2019_53093022_30.jpg,Shirt
8390,53020623-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_53020623_99.jpg,T-shirt
8392,53050585-02,2.0,WHITE,P-PLANA,Bottoms,Shorts,2019_53050585_02.jpg,Shorts
8393,51093712-52,52.0,BLUE,P-PLANA,Outerwear,Blazer,2019_51093712_52.jpg,Blazers
8394,53000843-56,56.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2019_53000843_56.jpg,T-shirt
8395,51043029-01,1.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51043029_01.jpg,Dresses
8396,51040889-08,8.0,WHITE,P-PLANA,Tops,Blouse,2019_51040889_08.jpg,Shirt
8397,51070896-07,7.0,WHITE,P-PLANA,Bottoms,Skirt,2019_51070896_07.jpg,Skirts
